weight,item_price,shipment_method_id,seller_id,quantity,b2c_c2c,declared_handling_days,zip_distance,category_id
14.514944,39.99,8,15317.0,1,0,1,1910.35,6
4.082328,5.95,0,1472750.0,1,1,2,1124.37,7
14.514944,13.99,0,511372.0,1,1,1,2354.85,0
14.514944,5.62,0,3822.0,2,0,1,2327.03,0
2.721552,5.99,0,400635.0,1,1,1,817.4,9
72.57472,49.0,1,2563.0,1,0,0,35.33,13
5.443104,10.99,0,812.0,1,0,1,2443.14,0
0.0,9.99,0,83535.0,1,1,1,314.74,6
3.628736,5.39,0,31787.0,1,0,0,296.9,27
7.257472,18.95,1,3961.0,1,0,1,193.38,1
2.26796,12.54,1,118010.0,1,0,4,405.85,10
0.453592,14.99,0,1313.0,1,0,1,2516.62,23
0.453592,12.99,0,1313.0,1,0,0,84.7,23
0.453592,12.99,0,1313.0,1,0,0,2402.09,23
1.814368,4.89,4,61100.0,1,0,1,270.5,17
4.989512,15.99,0,16226.0,1,0,2,31.32,0
0.907184,2.99,0,1171.0,1,0,1,1426.61,3
1.360776,1.02,0,11890.0,2,0,0,2355.58,17
181.4368,36.95,1,8399.0,1,0,1,1106.11,10
4.082328,12.71,0,42548.0,1,0,1,1441.24,0
4.082328,14.41,0,42548.0,1,0,1,1096.13,0
3.628736,6.95,0,45359.0,1,0,3,950.79,10
5.896696,19.5,0,13159.0,1,0,1,2175.41,0
29.029888,159.99,0,77813.0,1,0,1,2089.61,13
0.0,9.99,0,3594.0,1,0,1,84.12,0
0.0,8.48,0,34317.0,1,0,1,1591.17,9
0.907184,2.75,0,1313.0,4,0,0,1010.86,23
14.514944,8.42,1,34633.0,1,0,10,348.54,4
1.360776,9.95,0,24831.0,1,0,1,11.31,12
50.802304,70.0,7,272606.0,1,0,2,661.96,1
50.802304,2.95,0,7826.0,1,0,1,380.34,21
14.514944,6.99,5,173017.0,1,0,2,956.05,0
5.896696,10.99,0,6030.0,1,0,1,489.36,0
0.0,7.99,0,1740.0,1,0,1,2105.62,6
0.0,4.85,0,1365.0,1,0,1,361.29,6
1.360776,15.0,0,24002.0,1,0,1,698.89,12
0.453592,16.95,0,16634.0,1,0,1,1707.03,4
5.443104,2.5,0,194553.0,1,1,1,632.43,4
0.0,13.95,3,8347.0,1,0,2,1894.88,8
14.514944,35.0,1,70352.0,1,0,2,559.46,6
6.350288,12.6,0,200255.0,2,0,1,200.84,9
1.360776,5.95,0,6709.0,2,0,1,590.72,13
14.514944,8.0,1,93826.0,1,1,1,368.45,4
2.721552,24.99,0,27080.0,1,0,1,1291.48,4
4.53592,14.0,0,36271.0,1,0,10,1692.11,0
1.814368,17.26,0,7968.0,1,0,1,36.86,1
1.814368,1.99,0,9048.0,1,0,1,652.85,4
0.453592,15.95,0,5789.0,1,0,2,996.48,12
0.0,35.17,1,21423.0,1,0,1,1079.9,1
0.0,10.0,2,380382.0,1,0,3,784.91,13
2.26796,4.95,0,949.0,1,0,1,975.11,13
0.907184,0.99,0,49633.0,1,0,1,901.8,9
0.907184,12.95,0,11430.0,1,0,0,363.01,6
14.514944,6.0,1,49656.0,2,1,1,2669.56,13
0.0,3.99,0,1682.0,1,0,1,380.68,17
0.453592,5.99,0,4050.0,1,0,2,1521.73,4
0.0,12.0,0,1365.0,1,0,1,449.51,6
7.257472,12.99,0,13314.0,1,0,1,961.98,0
7.257472,11.99,0,13314.0,1,0,1,305.84,0
1.360776,5.49,0,1171.0,1,0,1,290.62,3
0.453592,4.24,0,88366.0,1,1,3,1034.38,4
65.317248,19.9,2,6833.0,1,0,1,1011.98,4
0.0,9.95,0,3594.0,1,0,1,383.62,0
0.907184,3.85,0,2241.0,1,0,1,2077.97,0
0.0,5.95,0,14768.0,1,0,1,136.58,19
1.360776,7.35,0,126648.0,1,1,1,1573.34,17
0.907184,6.5,0,75053.0,1,1,1,305.2,2
0.907184,3.95,0,2532.0,3,0,1,1946.65,9
2.26796,16.95,0,26445.0,1,0,1,34.51,2
7.257472,45.99,1,33636.0,1,0,1,8.43,0
1.360776,4.88,0,8107.0,1,0,0,1955.24,17
29.029888,49.95,2,16378.0,1,0,1,622.78,10
2.721552,29.99,0,27997.0,1,0,1,878.45,0
21.772416,16.14,1,25961.0,2,0,1,979.93,10
0.0,32.0,1,2563.0,1,0,0,882.5,10
2.721552,25.0,0,57235.0,1,0,1,1029.09,3
0.0,17.0,0,144101.0,1,0,1,615.59,13
0.0,8.99,0,1192089.0,1,0,5,215.29,4
51.709488,12.5,0,1818.0,1,0,1,747.1,3
14.514944,30.0,1,25961.0,1,0,1,1020.67,13
7.257472,12.74,1,125471.0,1,0,4,1255.33,9
0.453592,5.0,0,7826.0,1,0,1,18.84,21
7.257472,17.95,1,28187.0,1,0,1,2227.44,0
0.453592,9.34,4,118593.0,1,0,1,2274.62,8
6.350288,14.96,0,19698.0,1,0,1,1562.17,3
0.0,7.99,0,289242.0,1,1,2,258.15,7
1.814368,29.95,0,20250.0,1,0,3,1266.94,2
6.80388,5.99,0,889759.0,1,1,1,1196.23,4
14.514944,17.9,5,40137.0,1,0,1,592.17,13
0.907184,1.5,0,498445.0,1,1,1,1678.13,0
0.0,8.89,0,153260.0,1,1,1,175.33,7
0.0,39.95,5,35623.0,1,0,1,1698.61,10
36.28736,94.95,1,4082.0,1,0,1,51.43,1
0.907184,9.43,0,153406.0,1,0,1,2016.27,13
1.814368,12.0,0,101156.0,1,0,2,1846.67,6
0.907184,15.99,0,15317.0,1,0,1,2095.56,2
7.711064,32.95,1,16634.0,1,0,1,46.29,4
36.28736,49.99,3,15591.0,1,0,1,2134.37,14
0.0,3.99,0,81817.0,1,1,1,2271.1,17
14.514944,48.45,6,10060.0,1,0,0,648.23,6
0.907184,11.99,0,16634.0,3,0,1,1911.1,4
14.514944,9.95,1,285699.0,1,1,1,800.88,0
0.0,36.92,1,13763.0,1,0,1,2119.98,11
1.360776,16.99,6,2495.0,1,0,1,2554.83,3
3.628736,10.99,0,13314.0,1,0,1,358.4,0
14.514944,21.99,1,11518.0,1,0,1,2396.95,0
2.721552,9.98,0,29978.0,1,0,1,476.13,4
0.453592,1.49,0,11370.0,1,0,1,60.25,17
1.814368,7.0,0,59738.0,1,0,1,2164.5,15
29.029888,19.99,1,83441.0,1,0,15,285.94,17
0.0,16.99,0,28858.0,1,0,1,2266.67,7
0.453592,8.99,0,4050.0,1,0,2,2132.9,4
0.0,99.95,1,114315.0,1,0,1,142.73,1
1.814368,17.99,0,21381.0,1,0,2,445.68,0
2.26796,10.0,0,55420.0,1,0,1,1173.58,1
6.80388,14.0,0,844635.0,1,1,1,885.51,4
2.721552,7.5,0,121515.0,1,0,1,2344.96,17
0.0,6.95,0,1365.0,2,0,1,808.18,6
1.814368,10.99,0,1083.0,1,0,1,719.95,1
0.0,50.0,8,44114.0,1,0,1,2339.54,2
3.628736,6.44,0,19705.0,1,0,1,221.45,20
1.360776,7.0,0,15846.0,1,0,3,2038.92,1
5.443104,21.99,0,32766.0,1,0,1,167.17,7
0.0,29.99,0,5716.0,1,0,5,1020.34,16
36.28736,109.95,1,26087.0,1,0,3,765.39,1
18.597272,89.99,1,251121.0,1,0,1,541.6,6
1.360776,27.0,0,173858.0,1,0,5,1954.9,7
0.0,5.99,0,1620.0,1,0,0,2109.87,6
3.628736,9.49,0,6362.0,1,0,1,1195.8,0
3.628736,21.95,0,6362.0,1,0,1,155.18,0
4.53592,28.95,1,16634.0,1,0,1,2396.34,4
0.0,24.95,0,186049.0,1,0,1,293.76,6
0.453592,1.49,0,1171.0,1,0,1,916.61,17
21.772416,3.0,3,25567.0,1,0,1,1452.27,16
14.514944,10.99,3,2023.0,1,0,1,1335.28,18
3.175144,23.95,0,19097.0,1,0,2,2422.23,7
14.514944,129.99,1,15474.0,1,0,1,716.16,0
0.0,1.49,0,16260.0,8,0,2,2165.12,3
1.814368,59.99,0,1313.0,1,0,0,924.28,23
0.0,30.0,2,141150.0,1,0,2,1102.82,1
2.721552,3.95,0,2201.0,1,0,1,1660.01,9
1.814368,8.54,0,3285.0,1,0,1,135.65,1
0.0,9.99,1,536539.0,1,1,1,2388.44,12
7.257472,6.25,0,536539.0,1,1,1,146.93,12
0.0,24.99,0,467145.0,1,0,1,8.42,8
14.514944,6.99,0,1735837.0,1,1,1,356.15,0
0.907184,18.95,0,16560.0,1,0,1,993.26,13
0.907184,3.95,0,5789.0,1,0,2,1018.09,12
5.443104,12.99,0,8669.0,1,0,1,1044.62,0
1.360776,4.25,0,7322.0,1,0,1,450.47,4
3.628736,19.95,0,19698.0,1,0,1,349.02,3
1.814368,22.03,0,8929.0,1,0,1,1353.72,6
1.814368,23.89,0,8929.0,1,0,1,1132.98,6
3.175144,8.25,0,500901.0,1,1,1,1133.54,16
0.0,19.99,0,6164.0,1,0,4,731.09,0
1.360776,13.0,2,20748.0,1,0,1,917.39,8
0.0,3.69,2,5106.0,2,0,3,1570.27,15
7.257472,29.77,0,192648.0,1,0,1,8.63,2
0.0,16.99,0,5534.0,1,0,3,202.14,12
0.0,9.48,3,8347.0,1,0,2,688.59,8
3.628736,28.89,0,23838.0,1,0,1,7.31,7
0.0,0.99,0,289223.0,1,1,3,817.62,10
0.907184,13.29,0,8852.0,1,0,1,969.77,2
0.907184,8.99,0,8852.0,1,0,1,453.45,2
1.360776,9.99,0,16473.0,1,0,1,97.94,2
2.721552,25.0,1,19093.0,1,0,1,1941.8,13
0.0,18.99,0,893.0,1,0,1,1514.1,15
0.453592,2.99,0,1171.0,1,0,1,1007.7,13
1.814368,17.99,0,8852.0,1,0,1,211.95,2
1.814368,17.99,0,8852.0,1,0,1,1977.46,2
0.0,65.0,0,280849.0,1,1,1,1745.13,0
2.26796,6.99,0,3223.0,1,0,2,1631.77,0
29.029888,24.5,3,30976.0,1,0,1,384.14,14
14.514944,34.99,0,4495.0,1,0,3,180.01,0
0.0,3.48,0,74913.0,1,0,1,1176.98,5
7.257472,16.0,1,16209.0,1,0,1,1035.33,17
0.0,19.99,1,94083.0,1,0,1,1320.33,0
0.453592,9.49,1,18613.0,1,0,1,412.83,1
21.772416,20.0,1,16109.0,2,0,1,181.78,3
1.360776,17.95,13,38208.0,1,0,2,893.6,1
7.257472,5.09,4,324.0,1,0,3,492.69,9
9.525432,16.5,5,40137.0,1,0,1,172.81,13
3.628736,15.0,0,44599.0,1,0,1,228.98,12
1.360776,12.99,0,8097.0,1,0,2,2002.45,1
0.0,24.99,8,1027367.0,1,1,3,109.04,6
2.721552,6.35,0,30117.0,3,0,1,736.61,13
14.514944,6.38,3,1151.0,1,0,3,1029.36,14
0.0,7.99,0,5534.0,19,0,3,693.84,12
43.544832,35.0,1,2101.0,2,0,1,1420.03,13
1.360776,68.95,1,3964538.0,1,1,20,1549.04,4
2.26796,6.95,3,261109.0,1,0,5,713.77,3
0.0,6.99,0,16799.0,1,0,3,959.26,7
0.0,13.48,3,1151.0,1,0,3,1027.33,14
5.896696,21.5,2,186607.0,1,0,1,1525.08,9
2.721552,6.99,0,3223.0,1,0,1,1275.96,0
12.246984,34.0,1,128542.0,1,0,2,375.11,0
0.0,30.0,0,20803.0,1,0,1,847.69,0
2.26796,0.99,4,324.0,1,0,1,2479.05,10
1.814368,184.99,6,137.0,1,0,1,1868.11,12
0.0,5.6,4,37489.0,1,0,1,686.84,5
0.0,75.0,2,100884.0,1,0,1,246.45,6
29.029888,51.99,0,6512.0,1,0,1,419.52,28
1.360776,6.95,0,88366.0,1,1,3,611.27,4
14.514944,25.99,1,83159.0,1,0,3,2531.18,12
1.360776,6.95,0,29261.0,1,0,3,226.01,10
0.0,9.99,0,109273.0,2,0,3,1712.04,6
0.0,10.44,0,8156.0,1,0,1,1354.98,0
0.0,11.99,0,5106.0,1,0,3,1246.03,15
2.721552,10.0,0,2293535.0,1,1,3,1954.93,0
1.360776,2.5,0,6849.0,1,0,1,2505.0,9
0.0,27.0,1,310887.0,1,0,1,2347.05,13
7.257472,8.7,1,756380.0,1,1,2,607.72,0
5.896696,17.5,0,13159.0,1,0,1,199.25,0
7.257472,8.45,1,3575.0,2,0,1,658.29,3
7.257472,15.0,0,44599.0,1,0,1,1995.18,3
1.814368,20.8,0,73530.0,1,0,1,905.26,2
14.514944,10.0,3,1432185.0,1,1,3,152.16,17
7.257472,12.79,0,178936.0,1,0,1,792.88,0
1.360776,13.99,0,8097.0,1,0,2,815.94,1
0.0,43.99,0,982313.0,1,1,2,874.53,20
3.628736,19.99,0,6635.0,1,0,1,948.55,0
14.514944,9.2,1,3232.0,1,0,1,1439.83,0
0.453592,4.99,0,115772.0,1,1,2,2236.42,4
0.0,4.81,3,1151.0,1,0,3,918.48,14
0.0,4.68,3,1151.0,1,0,3,169.93,14
0.0,29.99,0,42646.0,1,0,1,878.27,0
0.0,43.86,1,21423.0,1,0,1,758.49,1
0.0,3.98,0,23034.0,1,1,1,701.12,17
14.514944,54.95,5,587552.0,1,1,2,2371.64,0
7.257472,29.99,5,8887.0,1,0,1,2024.04,0
0.453592,8.5,0,10060.0,1,0,0,446.19,6
2.721552,15.0,3,2766140.0,1,1,3,287.42,18
5.896696,20.0,0,9997.0,1,0,1,1959.62,1
0.0,19.95,0,2893.0,1,0,0,551.55,6
14.514944,20.0,1,540012.0,1,1,3,703.18,21
0.0,14.75,0,213861.0,1,1,3,306.85,1
3.175144,10.99,0,2455.0,1,0,2,777.7,10
1.814368,7.95,0,2532.0,1,0,1,466.32,9
0.0,48.95,0,145119.0,1,0,2,1168.75,3
108.86208,59.99,2,69445.0,1,0,2,423.75,9
7.257472,29.95,1,3765.0,1,0,1,1932.44,1
0.0,8.0,0,21117.0,1,0,1,1084.03,9
14.514944,8.99,1,610672.0,1,1,2,219.03,10
0.0,8.97,3,1151.0,1,0,3,952.98,14
14.514944,15.0,1,4211710.0,1,1,3,566.42,0
0.907184,4.99,0,706918.0,1,1,2,962.01,4
3.628736,14.95,0,9048.0,1,0,2,109.93,4
1.360776,9.75,0,12331.0,1,0,5,581.32,1
2.26796,4.5,0,2622.0,1,0,5,1974.5,10
3.175144,9.5,0,2622.0,1,0,3,73.6,10
0.0,24.99,0,16181.0,1,0,5,1097.28,0
14.514944,18.99,1,33168.0,1,0,2,1278.04,27
7.257472,16.99,0,6030.0,1,0,1,1079.42,0
5.443104,7.99,0,65921.0,1,0,1,1179.28,26
3.628736,17.99,0,1130.0,1,0,1,637.54,1
0.0,29.0,8,2093.0,2,0,1,1600.43,13
1.360776,7.99,0,9794.0,1,0,1,1121.63,3
14.514944,43.99,2,45893.0,1,1,1,1149.65,0
14.514944,26.0,6,100788.0,1,0,2,847.61,0
7.257472,70.0,1,1652884.0,1,1,2,1099.84,3
0.907184,4.29,0,14093.0,1,0,1,777.93,13
1.814368,5.72,0,14093.0,2,0,1,926.59,13
14.514944,11.0,0,75572.0,2,0,1,1909.15,3
21.772416,34.99,3,29978.0,1,0,1,1713.62,14
2.721552,5.95,0,19698.0,1,0,1,764.96,9
15.87572,3.59,0,5895.0,3,0,2,2122.76,13
0.0,8.69,3,1151.0,1,0,3,204.1,14
22.226008,15.99,2,809937.0,1,1,2,373.46,0
7.257472,3.99,0,12373.0,1,0,1,71.97,8
36.28736,80.0,2,2563.0,1,0,0,129.13,10
3.628736,8.95,0,10347.0,1,0,1,1630.93,1
1.360776,1.48,0,131138.0,3,1,1,458.18,7
0.0,12.34,0,123895.0,2,0,1,1840.9,13
0.0,50.0,0,133094.0,1,0,1,426.46,1
21.772416,44.45,1,2030.0,1,0,1,428.45,1
7.257472,10.99,0,6030.0,1,0,1,894.65,0
2.26796,39.99,0,1171.0,1,0,1,242.67,3
8.164656,6.29,4,5895.0,1,0,2,1264.98,0
0.0,1.0,0,2184.0,5,0,1,960.89,3
50.802304,45.95,1,26087.0,1,0,3,386.82,1
14.514944,36.95,6,10060.0,1,0,0,989.38,6
14.514944,75.0,1,142397.0,1,0,2,1959.96,3
14.514944,12.0,2,220551.0,1,0,2,2383.95,4
29.029888,22.95,1,800631.0,1,1,1,619.18,9
1.814368,7.85,0,4033.0,1,0,2,366.49,12
3.175144,44.95,0,98729.0,1,0,0,473.86,1
21.772416,34.99,1,1039201.0,1,1,3,479.42,0
21.772416,33.0,1,25961.0,1,0,1,785.19,13
0.0,58.0,0,866645.0,1,0,2,30.83,12
0.0,6.95,0,16627.0,1,0,1,1279.81,1
0.453592,1.25,0,965489.0,1,1,1,1356.23,6
13.60776,3.24,0,6567.0,1,1,0,939.31,11
23.133192,3.26,0,6567.0,1,0,0,743.25,11
87.089664,18.21,0,6567.0,1,0,0,351.14,11
0.453592,7.68,0,8107.0,1,0,0,1447.65,17
0.0,22.5,0,4552.0,2,0,2,377.51,2
0.453592,6.83,0,98598.0,4,1,2,1553.97,17
14.514944,13.19,1,63777.0,1,0,1,391.74,0
0.0,2.95,0,72336.0,1,1,1,917.82,17
14.514944,9.9,1,523329.0,1,1,2,1323.57,0
21.772416,42.5,1,177175.0,1,0,2,197.67,0
1.360776,5.79,0,670566.0,4,1,2,316.85,10
79.832192,30.0,1,62042.0,1,0,1,1473.93,1
0.0,19.99,0,1253.0,1,0,1,1686.73,11
36.28736,31.99,2,77804.0,1,0,1,705.67,9
14.514944,17.95,1,100894.0,1,0,2,622.47,9
5.896696,19.99,0,72275.0,1,0,1,1175.98,0
1.360776,25.99,0,258669.0,1,1,10,2076.06,8
0.0,17.99,0,355538.0,1,1,1,1078.46,1
1.360776,3.59,0,8107.0,1,0,0,1757.29,13
3.175144,2.99,0,35548.0,1,0,1,789.59,14
21.772416,44.99,1,2418.0,1,0,1,1438.32,0
3.628736,9.95,0,74865.0,1,0,3,503.68,12
5.896696,7.0,0,257268.0,1,1,1,1922.77,4
0.0,5.0,3,629370.0,1,0,2,52.4,3
14.514944,48.45,6,10060.0,1,0,0,473.83,6
0.0,6.28,3,1151.0,1,0,3,633.75,14
2.26796,10.88,0,10422.0,1,0,1,1082.49,6
0.0,10.99,0,5895.0,1,0,2,924.32,9
21.772416,59.95,2,18283.0,1,0,1,57.66,1
21.772416,59.95,2,18283.0,1,0,1,160.61,1
2.26796,14.95,0,46129.0,1,0,1,424.31,12
36.28736,80.0,1,33413.0,1,0,1,1320.24,11
14.514944,21.75,1,51961.0,1,0,1,530.11,0
7.257472,11.45,4,972.0,1,0,1,894.87,0
7.257472,10.5,1,24148.0,4,0,1,622.27,23
50.802304,4.99,2,19058.0,1,0,1,154.07,1
3.628736,1.55,3,28751.0,1,1,0,562.31,3
14.514944,34.99,3,176120.0,1,0,1,1105.6,18
0.0,9.99,0,680459.0,1,1,2,1197.71,0
0.0,18.99,0,74512.0,1,0,3,2141.15,31
29.029888,79.0,1,1525822.0,1,1,2,1233.55,2
4.53592,33.95,0,52561.0,1,0,1,498.07,2
1.814368,20.0,3,560772.0,1,1,2,87.63,18
0.907184,3.24,0,6567.0,2,0,0,1441.93,11
79.832192,11.99,3,65420.0,1,1,1,259.59,14
0.0,19.24,2,37613.0,1,0,1,1075.23,13
0.0,19.8,2,3172615.0,1,1,3,1569.87,3
0.0,31.5,3,44898.0,1,0,4,628.7,14
0.453592,5.97,0,284657.0,1,1,2,411.71,4
36.28736,25.0,1,564876.0,1,1,3,1149.76,22
0.0,14.95,0,292427.0,1,1,1,631.03,3
0.0,18.99,0,189754.0,1,0,1,676.1,7
1.360776,6.89,0,73771.0,1,0,3,915.0,4
4.989512,10.95,0,540816.0,1,1,2,1836.66,3
0.907184,10.0,2,683065.0,3,1,5,298.69,17
0.0,2.99,0,132698.0,1,0,3,10.81,4
7.257472,7.0,2,96715.0,1,0,1,1678.93,0
0.907184,9.22,0,48916.0,1,0,3,194.58,2
4.53592,26.98,0,46129.0,1,0,1,688.25,12
0.0,29.0,1,338297.0,1,0,2,2388.8,9
14.514944,10.0,8,479810.0,1,1,1,1029.05,3
53.977448,19.0,6,1455861.0,1,1,2,1623.71,13
6.350288,22.0,0,185695.0,1,0,2,618.28,2
275.783936,199.95,2,225179.0,1,0,3,1583.67,1
21.772416,39.95,7,209834.0,1,0,1,339.16,0
58.059776,320.0,1,1770149.0,1,1,3,1277.48,10
1.360776,5.59,0,11890.0,1,0,5,349.76,10
14.514944,21.0,1,1048407.0,1,0,2,337.83,0
0.0,75.0,6,393336.0,1,0,3,1392.85,8
0.0,15.4,0,77804.0,1,0,1,591.96,3
0.0,39.95,0,834944.0,1,1,3,198.73,4
21.772416,67.0,2,31114.0,1,0,1,500.16,4
21.772416,34.49,2,27849.0,1,0,2,892.4,0
0.0,4.99,0,477055.0,1,1,5,875.5,0
14.514944,50.0,1,1095447.0,1,1,1,277.22,0
0.0,5.0,2,431863.0,1,1,1,2283.36,17
14.514944,220.0,1,3816854.0,1,1,0,510.39,0
0.0,8.99,3,134191.0,1,0,1,246.09,14
36.28736,15.5,2,928206.0,1,1,2,462.71,20
0.0,13.99,0,250230.0,1,1,1,1110.55,9
21.772416,51.0,1,4746727.0,1,1,3,387.51,6
5.896696,6.88,0,8371.0,1,0,1,359.18,10
